content,label
Luh klo nawarin Iklan Jan di Game Stumble Guys K0NT0L gw jadi Susah Buat Main Ni Gem,0
KECEWA DENGAN KEBIJAKAN SHOPEE. SAYA MINTA PENGEMBALIAN BARANG TIDAK DISETUJUI PADAHAL SAYA YANG DIRUGIKAN KARENA BARANG TIDAK TEPAT WAKTU!!!! EKSPEDISI JNT YANG SALAH.... SAYA YANG JADI KORBAN!!! UNTUK SHOPEE 👎👎👎👎👎👎👎👎,0
Jlk banget jir,0
Woy ini juga klan nya gak main main lagi nelpon tiba tiba iklan shopee shopee ku kasi bintang 1 gak ramah,0
Sekarang kita gak bisa pilih layanan jasa ekspedisi semua sudah di atur harus pakai shopee express. Hello layanan shopee express sangat lama dan tidak memuaskan,0
Shope gajelas,0
"Udah parah banget produk jamu aja udah gak bisa masuk, kena periksa mulu, dulu bagus banget aplikasi nya sekarang udah kecewa",0
"Benerin aplikasi kesel banget gua , di update bukanya ada perubahan malah makin berat, buka aplikasi Tokopedia lazada e-commerce lain lancar giliran shoope di buka ga muncul sama sekali logo , benerin ni aplikasi lu jangan cuma gimick² diskon doang",0
Agen kurang diseleksi,0
Selalu bohong kalau Sophie pinjamnya,0
Maaf 3 dulu yah karena kurng suka shopee sekarang jasa pengirimannya dk bisa pilih sendiri.,0
"Sangat burukkkk ... Selalu bug. Lemot. Terlalu berat pdhal device memadai. Tolong diperbaiki. Pembaruan bukanya makin bner mlah makin ancurrrr. Baca keluhan para pengguna, jangan hanya update tnpa memperhatikan keluhan. Untuk apa adanya ulasan dan tingkatan bintang kalo developer aja enggan baca keluhan kita sbg pengguna.",0
apk ini mulai dulu lemot pekerjaan yg paling membunuh adalah pekerjaan menunggu kayak monyet menunggu keajaiban...,0
Pengiriman bermasalah untuk klaim pengembalian dana bertele2 intinya diantara penyedia jasa yg lain ini terburuk.,0
Sekarang minimal belanja 40ribu baru lah gratis ongkir dan cuma dapat potongan ongkir 25ribu...,0
aplikasi tidak berguna tidak manfaat...,0
Kaka Shopee paynya lemot parah yang keluar hanya memuat 0%terus dari pagi padahal sudah memakai wifi ato jaringan Telkomsel yang sangat stabil,0
Sekarang ada biaya pelayanan... Gk kaya dulu... Makin mahal jadinya beli barang,0
Tak pantas,0
"Gak bisa lebih lelet lagi aplikasinya,,setiap kali bayar lemotnya minta ampun,mau beli susah amat...kapan di perbaiki jangan sampai merugikan,,,",0
"INI APLIKASI KENAPA SIH, MAU LOGIN ULANG AJA GA BISA. BAGIAN ""SAYA"" GA BISA DIBUKA SAMSEK. MAU NYURUH PASTIIN SINYAL AMAN? INI PAKE APLIKASI LAINNYA DENGAN SINYAL SEGINI NORMAL ANJIR, MAU PASTIIN TERBARU? INI GUA DOWNLOAD ULANG YA BIAR TERBARU.",0
"Aplikasi lambat, jaringan ok padahal",0
"sopi semakin lemot, gak guna.",0
Kenapa saya tidak bisa login sudah tes dua akun dan dua hp tetap tidak bisa login,0
Halaman utama gk jelas,0
Kurir nya susah di hubungi,0
Dana saya gak di kembali2 kan chat costumer Shopee nya malah di lego2 suru ini dan itu tp pengembalian dana saya gak masuk2 sangat buruk sistem shopee,0
Sesudah di abret tambah risih padahal ram hp saya gede tetep lemot meding kaya dlu lgi deh lebih agak gak lmt bgt dan juga dikit ada yg jualan gak sesuai dengan sampe ya juga.,0
Buka shoppe kok lama banget!,0
Makin gak jelas,0
"Lemot akut,,, bahkan sampai gak bisa kebuka setiap mau liat barang yg menarik....😭😭",0
"Shopee mau bangkrut ,limit anjlok semua💩💩💩",0
Top up skrg kena cas ngk kaya kmren2,0
Cara ngejebak biar org download aplikasi nya pinter dan ternyata hanya pembohongan saja,0
Kenapa sekarang shopeefood jangkauannya cuma 5km. Auto diluar jangkauan semua cuk,0
Makin lemot,0
lelet bgt:(,0
"makin lama g jls aplikasinya, lemot jadi makan kuota. g ada gratis ongkir padahal belanja udh diatas batas maksimal S&K voucher gratis ongkir, biasanya tanggal kembar/tanggal 25 ada gratis ongkir ini mah g ada makin bnyk biaya. saya kasih bintang satu deh, padahal saya udh langganan shopee sangat kecewa dengan pelayanan shopee yg skrng!!!!!!!",0
"Dari zaman mono sampai android, baru kali ini nemu Aplikasi Super Lemot yg selalu minta update, yg menguras daya battery, yg menguras kuota dan yg memakan bnyk ruang penyimpanan/RAM serta mengganggu kinerja jaringan ponsel dan paling banyak Sampah! Mau sampai kapan begini , Min !!? Sampai pengguna menghapus dan berpindah ke Apk serupa yg lain !?!?",0
"lemot parah, gimana mau belanja",0
Sangat sangat jelek aplikasi nya 🤮,0
Aplikasinya loading sekali,0
Kebanyakan biaya layanan & biaya penangan maaf ya shope kali ini saya tidak akan mengandalkanmu lagi.,0
"Parah payah nya shopee tiap hari gak nisa masuk beranda dam selalu harus kembali ke halaman utam berkali kali,bilang aja kalau bangkrut",0
"Aplikasi belanja online yang sangat cocok buat main game. Karena game nya banyak meskipun tidak menghasilkan uang, karena hadiah yg diberikan paling cuma Rp 5, kalo mau main game lebih harus isi koin... Ini Marketplace ato game on-line ??? Dan penjual nakal masih banyak yg numpang hidup disini. Dan didukung oleh shoppe. Kalo pembeli tahu dia ditipu dan menolak barangnya maka yg dihukum pembelinya dengan dinonaktifkan akunya. Sehingga penjual nakalnya masih bebas jadi benalu disini. T 41 45 U.",0
🥴,0
APK TOLOL,0
"jadi malas belanja di shoppe kebanyakan,kebesaran pajaknya walaupun gratis ongkir tpi ttp ada aja biaya pajak nya.shoppe sekarang udah gk ky dulu lagi",0
Bintang berbicara,0
Kebanyakan sellernya ga amanah beda sama toko sebelah udah berapa kali saya pesan tapi barangnya palsu padahal harga udah lumayan sih ga murah agak mahal lah menurt saya bahkan harga tersebut sama seperti harga barang aslinya jangan dowload kalok masih ragu,0
Iklan di mana mana padahal ngga pakai shoppe malah di suruh download ngapain babi,0
"Mantab ,tambah lagi diskon dan vouchernya Awalnya Hingga pada th 2022 Buka gambar lemot, scrool lemot Mau bayar lemot Terakhir Verifikasi wajah gak bisa2 Mbuh piye karepe?",0
Alkohol dijual tp klo rokok gk di jual disini,0
"Lemot banget,",0
"Apaan sih sebelum di updet lancar"" aj malah setelah di updet fersi terbaru lemotnya minta ampun,tolong di perbaiki klo sistem ttp begini jangan salahkan kami pindah belanja ke aplikasi lain, sebelum""nya GK pernah tuh lemot"", sinyal lancar internet ok eh skrang ttp lemot aj,jd males mau buka shopee setiap buka apa"" sllu gagal eror lah apalahhhh huuuu nyesel gwe updet aplikasinya barusan",0
"Minta tolong dari shopee nyaa...kalau ad pesanan yg di krim,minta di cantum kn no kurik yg mengantarkan nya,biar bisa di chat.... supaya bisa janji ketemunya, siapa tau kita gk ad di rmh,tpi kurir nya kermh ... sedang kn kita gak add... Minta tolong admin shopee... Dan sering terjadi keterlambatan yg cukup lama..bisa 3 harii.... minta tlong di perbaiki kinerja nya Maaf sebelumnya.... Cuma masukan saja",0
Ok,0
Hu caperrr,0
Kok sopeepay nya gak bisa di buka padahal uda di abdet,0
"Shopee semakin di update semakin loading ,parah dah",0
"Aplikasinya sangat lemot/berat untuk size yang kecil,game besar aja lancar dihpku masa shopee ngelag",0
Kolom pencarian search kok error ya? Gw mau nyari pake kata kunci 'Jaket Call of Duty / Jaket Pubg' kok gk ada ya???? Tolong perbaiki SEO nya nyet!!!!,0
"Lama2 Shopee food bakalan ditinggalin pelanggan krn makin lama makin pelit potongan ongkirnya,,",0
Aplikasi taii memang terlalu banyak iklan,0
"Dihh shopee skrg pelit bgttt. Ngasih free ongkir cmn motong 5k dari ongkir 12k. Pdhl pesen pas bithday sale 12.12. Definisi ngundang artis elit, gratis ongkir sulit. Dahlah pindah apk sebelah",0
berat banget aplikasinya. maaf kalo pindah ke lain hati 🥵,0
"Pengiriman menggunakan shopee express lama banget, padahal same day dan jaraknya cuma dari jakarta utara ke jakarta pusat. Paket dari bogor ke jakarta juga makan waktu hampir seminggu, dicek resi juga ga jalan. Masalahnya ga dikasih opsi milih ekspedisi lain karena status barangnya ""dikelola oleh shopee"". Saran: Kalau belum bener-bener siap pakai ekspedisi mandiri, mending kerja sama dulu aja dengan ekspedisi luar yang jelas lebih bagus performanya.",0
"Bayar si tempat, kok g di aktifkan Tolong dehhh",0
"Hp ram 2 jangan coba coba nginstal, nyiksa hp🗿",0
"Sudah memenuhi kriteria utk jadi star seller dg 10 pembeli berbeda dg 20x trx, tapi cuma kehitung 9/19 ada selisih dana di lepas 185K. Chat CS di aplikasi dan IG sama sekali gak ada yg paham!!!!!!",0
PARAH GAK BISA MELAKUKAN TANSAKSI BELI MALAH SURUH BALIK KE HALAMAN UTAMA,0
lama lama ku uninstal,0
"Keseringan ngebug. Serius, kesel amet!",0
Kecewa?????!!!!! Saya,0
"Aplikasi loading lama, mana menu transfer ke bank tiba2 hilang. Pdhl sudah upgrade ke shopepay plus",0
Kok shopee saya sekarang nggak bisa di buka sih kak malah bilang halaman utama nya rusak lagi kan jadi bingung mana gak ada penjelasan apapun lagi kecewa banget deh padahal udah di update terus pesanan saya juga gak bisa kita pantau lagi dimana,0
Aplikasi elit gratis ongkir sulit 😔,0
Shopee gini amat . Pas di buka seperti tidak ada sinyal. Aplikasi nya lawak,0
Saya pas mau pesan makanan di shopeefood selalu erorr,0
"Baru daftar trs udah isi saldo shopeepay tiba2 akun di nonakrifkan tanpa pemberitahuan, mau kirim pengaduan tp gk tau nama username krn baru daftar dan blm sempat ganti username. Terpaksa harus ikhlas saldo sp menghilang wkwkwk kapok dah mau daftar lagi",0
makin kesini makin kesana deh sopi ! tau² nonaktiv bilangnya pemeliharaharaan .. pret banget lah !,0
"Apk ini di perbarui bukannya tambah lancar palah tambah ngebug plus lemotnya ,.. zzzzzzzzz",0
Tolong tingkatin lagi performa y terutama di jasa exspedisi shope expres yg sangat jelek suka telat dan tidak jelas,0
lemot,0
"Emang shopee gak jelas, bangkrut nih perusahaan biar banyak pengangguran, kata nya pembatalan otomatis, tp tetep dikirim, BLOKKK",0
Udah update aplikasi bukannya tambah baik MAKIN BURUK aja! Tambah LEMOT,0
APK ini sekarang banyak tukang tipunya..,0
"KECEWA, SUDAH TIDAK PERNAH DAPAT GRATIS ONGKIR LAGI👎",0
Kenapa gak bisa masuk ke apk nya,0
Error' terus udah mau 3 hari,0
"Alhamdulillah, makin parah aja sistem dan lemot nya. Gimana mau bayar tagihan kalau kaya gini. Huhhh buruk👎🏼",0
Aplikasi Bobrok makin kesini makin Bobrok Bikin konser korea mulu tapi aplikasinya gak dibenerin...Bobroi,0
"Gak bisa di bukak,padahal mau ngecek paket Sampek mana,bikin kecewa aja ,perbaiki LG sistem",0
"Parah eror nya,",0
Lemotttt,0
"Aplikasi jelek sudah banyak belanja, sudah member gold spaylater malah d nonaktifkan, padahal tenor g pernah telat malah slalu bayar sblum jatuh tenor",0
"BISA BISANYA BANYAK PENIPU YANG RATINGNYA SAMA KEK BINTANG INI BERKELIARAN, LAMA LAMA GW UNINSTAL JUGA NI APLIKASI.",0
"Udh gak nyaman banget pake shopee kadang"" Ga bisa dibuka sering keluar akun sendiri kalo gini mah balik ke lazada",0
Pengiriman sangat lama dari tangerang ke pontianak lama sekali untuk update pengiriman pun selalu telat. Pengantaran makin lama padahal bayar ongkir mahal. Layanan semakin tidak responsif,0
"Bintang 1 lebih bagus karena tiap mau upgrade ke shopeelater selalu gagal dan ditolak, kalah sama aplikasi Gojek mengajukan Gopay Leter langsung di ACC",0
Leletkaliaplikasikau...,0
"Aplikasi sudah kaya sampah..makin sering bug dan berat padahal saya sudah cek cache sama versi yang terbaru malah makin lelet aplikasi nya..kebanyakan fitur di aplikasi ini yang tidak berguna.. Lama"" Kalo begini terus banyak yang kasih rating jelek dan bisa di bilang aplikasi ini apalikasi sampah",0
"Aduuuh gmn ini Shopee. Sya beli pulsa listrik di buka gk bisa"" No tokonya. Malah nmbah amburadul aplikasinya. Keburu listrik saya mati ini. Pengen nangis rasanya. Padahal udh upgret tapi tetep aja. Baru x ini bner"" Kecewa saya. Kirain jaringan sya yg eror, udah thatring sm suami tetep aja. Berarti kn aplikasinya. Tolong dunk gmn ini. Lagi bner"" Gk ada duit ada nya cuma Shopee pay doank buat beli token malah, ya Alloh gmn ini",0
gk bisa d aploud,0
Sampah,0
PILIHAN UBAH KURIR TIDAK BISA !!! SISTEM ERORR,0
"Shopee kenapa gabisa di buka .. dan selalu ada tulisan halaman sedang dalam perbaikan , mohon tunggu sebentar !! Bikin kesel aja ...... Tolong dong ,,, sampai kapan ini ?????",0
Sering nge bug.,0
"Kendala pengiriman pakai jasa shopee expres . Sampai bisa 3 kali gagal. Tidak ada foll up, chat cs jawaban nya sama tunggu 3 hari. Sudah sampai etimasi tetap jawaban nya sama. Itu both kah yg di jadikan admin tidak ada solusi ataupun eksekusi. Slow respon. Parah.",0
"Udah banyak yg komen lemot tp gak ada perubahan.,busuk Apus tu fitur video,gak guna",0
"Makin jelek banget ini apk, ga bisa di buka aplikasinya, shopeepay juga ga bisa di buka, akunnya tiba-tiba keluar sendiri",0
Gua kasih bintang satu aja syukur banget udah kalen.kebanyakan abdet pas eror,0
Pengiriman lama-lama sekali uda 2 minggu blum nyampe-nyampe,0
Woy anj iklan lu ngeselin bgt kntl orng mau buka link iklan lu Mulu bgsttt,0
Ga jelas amat akun gw tiba tiba keluar .,0
"Silahkan tutup aja,aplikasi lemot,error,sangat kecewa,bila perlu tuk saat ni pun 1 bintang pun gak layak",0
Sumpah nyeselin banget lemot parah sangat menguji kesabaran mau beli token listrik aja sampek 10 menit.. kukira masalah jaringan ternyata lihat yang lainnya juga bilang lemot .. gara² kebanyakan fitur jadi berat,0
"Ih binatang, jijik kali aku. Gada guna asuransi kau tu tau kau? Dah ku buat claim tapi bisa bisanya ditolak, padahal katanya bisa. Ntahlah aku liat kau. Trus asal hapus trus download lagi harus donlot fitur fitur. Buat palak aja lah, fitur shopeepay kenapa ga kau satukan aja sama download fi Google play store? GA BISA AKU BAYAR PESANAN KU INI WOI :(",0
"Kenapa sangat laaaammmmmbbbaaaaattttt seekkaaaalllliiiii,,,,, dibuka tiba"" ilang dg sendirinya,,,, hadeeehhh, bikin males mau buka aplikasi. ..",0
"Kecewa dengan keluhan teman2 yg terjadi akhir2 ini, gimn solusi nya ?",0
"APLIKASI ANEH,SUDAH UPDATE MALAH TAMBAH LEMOT!!! DAN DI BARENGIN DENGAN HALAMAN SEDANG PERBAIKAN!!! JADI TAMBAH MALES!SAYA SUDAH BERALIH KE TOKO PEDIA DAN LAZADA,,LEBIH RINGAN DAN ONGKIR MURAH.TIDAK SEPERTI SHOPEE!",0
"SHOPEE EXPRESS GAK NGOTAK,KALO GAK NIAT KERJA MENDING GAK USAH BIKIN"" PERUSAHAAN EXPRESS BLOG......KOCAK PENGIRIMAN GAK PERNAH SESUAI SAMA ESTIMASI NYA!!!!!",0
Kurang bagus karang gak bisa batalin pesanannya,0
"Aplikasi sering lemot/lag stiap waktu padahal sinyal 4g plus, hp s10plus, tak kirain hp ku trnyata apk nya, trus pindah coba pake tokopedia trnyata lancar, apk sopi suka error gak skali dua kali tp stiap saat parah shoppeee ,merusak kenyamanan customer mmg",0
"Iklam pop up bgst, jadi pengen uninstal nih app, mending tokped cok",0
Lemot bgt ajg,0
Parah banget ini shopee ongkos kirim sampe 90 ribu sedangkan harga barang 120 ribu tekor gua jualan di Shopee.,0
"Shopee tambah kesini makin heror,lelet banget,banyak aturan,GK kek dlu",0
"Astaga makin lemot, diupdet bkn nya tambah bgus mlh lemot . Susah liat gambar loading terus, ini mlh logout sndri susah login, smpe hapus aplikasi login ulang . Syg msh ad saldo shopepay ny ...",0
Tolol ini gimana ga bisa nelpon ke pihak shope tolol bgt aplikasi,0
Shopee lama² error anjirr padahal aku dah update trus pas mau cekout terjadi kesalahan harus update apk sama harus restat apk kalau apk nya udah update trus tetep gk bisa gimana ini pihak shoppe,0
Masa saya bayar shopeepaylatter 2 kali,0
"Aplikasi semakin berat, kadang respon juga lama..",0
"Shopee semakiiiiin lemooooooottttttt, saya hampir banting hape sangking kesel nya🤦🤦🤦🤦🤦🤦🤦🤦🤦🤦",0
Kalau tidak niat jual yah gk usah promisi. Udah di pesan juga. Katanya udah di kurir sini. Eh habis itu pesanan gagal. Itu gimana ceritanya smpe bisa gagal?,0
WOI UDAH BANYAK BANGET WOI IKLAN LU GW NYA AJA GABUTUH NGAPAIN DIIKLANIN,0
Kurangnya jaminan keamanan untuk pelangan,0
lemot parah aplikasi lelet udh di perbarui juga tetep lemot ampas,0
Aplikasi rusak..pencemar nama baik..akun di bekukan..alasan nya ada tunggakan..padahal ga pernah nunggak..malah 600 lagi..rusak memang,0
"2022 paylater masih bisa di gunakan, lah sekarang jadi gak bisa padahal bayar tepat waktu dan selalu sering belanja. Jadi males paylater gak naik naik di tambah sekarang gak bisa di pakai lagi. Auto Hapus aplikasi shoppe pindah ke AkuLaku yg terbaik selalu baik paylater selalu bisa di gunakan",0
"Apakah app shoppe sekrang lagi rusak,dr samalam tak bisa dibuka?",0
Aplikasi nya berat.... Dan ... Banyak fidio yg bukan tentang penjualan.. Hp jadi lemottt,0
"Sudah min 'cukup. 'jangan bilang lagi nyuruh untuk update aplikasi terbaru, clear cache, logout - login, atau apalah itu.. tetep saja gk ngaruh min,, ini aplikasi memang rusak..!! 'Memang kok, banyak yg sudah merasakan kalau shopee semakin kesini semakin buruk aplikasinya, terutama loadingnya yg sangat berat, slow, lelet, lemot dan hancurrrr.. 🥴 Udahlah aku juga sudah capek' mending uninstall saja.. 'terimakasih.",0
kdng error,0
Sangat lemot dan sering terjadi nge hang,0
Gak bagus setelah aku update setelah itu lemot banget shopeenya padahal jaringan lancar,0
MAU CHECK OUT KOK GABISA???? MEMUAT FITUR TERUS🙄,0
"Knp gak bisa di buka ini aplikasi,,",0
Aplikasinya butuh ram berapa biar gak lelet? Ram 6 dan 8 gak cukup? Perbaiki lagi,0
"APK MAKIN LEMOT, HAPUS TUH FITUR VIDEO BIKIN SAMPAH AJA DI SHOPEE, MAKIN BANYAK CHACHE N BIKIN FRAME",0
Lemooooooo pooooooooooooollll,0
"Parahh, saldo shopeepaylater belum dipakai tiba² jadi 0 rupiah. Aneh sekali",0
Kenapa makin kesini mahal bgt ongkirnya jadi males buat belanja di shoope!,0
"Tidak Bijak Sekali Shopee ini yang Nunggak Akun Orang Lain tapi yang Di Nonaktifkan Splater dan Spinjam nya Justru Akun Saya,Ga Bisa Chekout Juga... Kalau Kayak Gitu mending Ganti ke Aplikasi Olshop yang Lain,Akun Shopee nya Di pake Buat Lunasin Angsuran Aja setelah itu Di Hapus..",0
Shopee kenapa saya pencet opsi pengiriman malah relog sajah tidak berhenti jadi saya tidak bisa beli barang di shopee. Shopee kebanyakan bug,0
Kiyowo,0
Yang katanya GRATIS ONGKIR. FAKE mending lazada no TIPU TIPU ongkir dan harga lebih murah.,0
Makin lama makin gak bisa di buka ni apk sangking lelet nya,0
Shope nya eror apa gimana sih woii gjls bngt gua uda punya akun eh malah kehapus sndri jdi hilng akun shope lamaku,0
"Biaya admin double anjir, udah pas co lewat paylater ada biaya admin habis tu pas bayar ada biaya admin lagi👎❌",0
"Aplikasi aja yg di update, tp pelayanan tidak, mkin lambat pengiriman, perjalanan 3 jam menjadi 3 hari karna shopee express",0
"Berat coy buka nya 🤦, ongkir mahal, voucer cuma hiasan, pengiriman Lamaaaaaaaaaa.....",0
"Parah kocak, saya mau login di app malah disuruh scan via app, lah kan baru mau login di app. Gimana ini flowchart nya. Jawaban buat respon develop: Coba deh periksa flowchart login nya ada salah tuh yakin, akun saya menggunakan no hp, otp dah dateng ke wa, saya masukin otp eh disuruh scan pake aplikasi, lah wong sayaitu lg mau login di app, buka email dah biar programmer you tau, nge email aja malah disuruh isi form yang field nya wajib wajib diisi, saya gak bisa ngisi email karna akun saya nmr",0
"Lemot sekarang mah, trus tiba-tiba muat ulang, dan lagi sekarang mah ada biaya penanganan segala",0
"Makin kemari makin gak jelas servis Shopee, apalagi pengiriman nya. Hadeuhh",0
"beli kode voucher gabisa di pake sama sekali. Dari awal beli selalu error, udah pake email yang lain tetep gabisa. Minta ajukan pengembalian dana ga diterima padahal voucher blm kepakai. Makasih uang saya jadi kebuang gitu aja. Ngga lagi saya beli disini.",0
Lu klo udh di play store di play store aja napa gak usah di apk lain,0
Baru daftar udh dapat pemberitahuan paylater 15jt suruh bayar gak jelas mending bukalapak,0
Gwe heran shopee layanan belanja apa buat nonton video masa abis ada shopee video jadi lemot mau belanja aja lemotnya 1 jam,0
Makin ke sini makin buruk,0
Awalnya seneng belanja di sini..tapi lama lama gedek juga liat iklanya di mana2 belum lagi kalo ngiklan nggak ngotak langsung ke apknya..mending saya hapus aja dah muak sama aplikasi babi ini,0
"Angeeeel.. angel,😭 beratnya makin tak terkendali. Susah ngerespon",0
semakin buruk sering lemot mau pakai hp bagus atau wifi sama aja,0
Ini ya aku mulai benci amplikasi nya kenapa aku di Batasin pesan padahal aku gak pernah buat kesalahan harus di balas kalau tidak aku beri laporan kepusat biar di tutup amplikasi ini asal kalian tau kami juga gak bodoh kami bisa lapor kan ini amplikasi Shopie ini kepihak kementerian kalau tidak bisa juga aku pesan barang awas kalian,0
Masa keluar sendiri terus mau masuk masa sistem sibuk mulu hadeuhhhh gmn nih,0
Kenapa shopee gak bisa dibuka dan kenapa kok pas dibuka keluwar sendiri wah parahh padahal saya suka aplikasi ini,0
Mau login aja ribet ah uninstal aja wz ruwed.,0
"Kendala di pembayaran, diklik langsung ngelag. Mungkin aplikasinya kurang perawatan.",0
"Buka tutup kembali, gak jelas",0
Makin lama makin buruk pelayananya,0
Asu Cok raimu kont.l,0
Gmn mau log out log in sekali dibuka langsung freeze appnya,0
"Pelayanan buruk saldo shoppepay gua ada penarikan dana tampa seizin penggunaan tolol Admin @Agen Shopee, Ga ada solusi",0
apk jlk jnck berat,0
"Gaje ih apk nya, lemot mulu jadi gk bisa belanja",0
Rxz,0
Ini shopee knpa? Koq perbaikan terus??? Ini klo sampe saya gk bisa bayar paylater jgn salahkan saya apalagi sampai denda.,0
"Gratis ongkirnya sudah gimmick doang, tak bisa diandalkan lagi seperti dulu.",0
"Kurang ajar, makin kesana makin kesini",0
"SAYA TIDAK MEREKOMENDASIKAN INI, AKUN SAYA BERMASALAH SETELAH SAYA MENGHUBUNGI PIHAK SHOPEE CUMA DI SURUH TUNGGA TUNGGU DAN SUDAH DI TUNGGU 1 MINGGU NAMUN HASILNYA NIHIL KECEWA, CUKUP TAU AJA , SEMAKIN BESAR BUKANNYA SEMAKIN BAGUS MALAH SEMAKIN BURUK SORRY GW UDAH GAK MAU PAKE SHOPEE , APLIKASI SAMPAH",0
Masalah filter tidak sesuai sama provinsi yg dipilih,0
Login ribet,0
Aplikasi semakin tahun semakin error,0
bagus yang penting bijak saja.,0
D6,0
Gk enaknya pake shope ada penmbahan biaya layanan segala. Mending pake tokped 😊,0
Bagusan sebelum di update gak pernah lemot setelah di update malah nambah lemot dengan cara terpaksa unistal lagi 🖕🏼🖕🏼🤬🤬🤬🤬😡,0
Gk jelas udah aplikasinya lelet koin ku juga sering ilang padahal gk dipakek dari 14k ke 3k sekarang jadi 2k,0
akhir2 ini kenapa shopee tdk bisa di buka ??? Koneksinya yg bermasalah apa emang aplikasinya ya??,0
Lemooooottttt woiiii,0
Semenjak di update app jadi lemot cuma keluar gambar putih. Jaringan pakai wifi & sinyal bagus. Terpaksa saya unistal,0
"Shopee yg bener aja dong, masak ga bisa di buka. Shopeepay ku ada jutaan woyyyyy!!!!",0
Halaman dlm perbaikan mulu,0
"Klk chekout mlh mkin nambh, trs sering mncul halamn sedng dalam perbaikan, pdhl udh kita update udh kita bersihkan sampah juga ttp gitu tolong mhon di perbaiki dengan baik",0
"Aplikasi kont, apasih maksa² gw download shoope🤓🤡🤡🤡",0
Iklan ssngat mengganggu sx..setiap detik sll muncul..,0
"Kok akun kena band pdhl gk ngpa""in",0
Shopee LELET TAK JELAS...sekelas perusahaan gede mcm ni...zonkkkk Jangan Nyalahin Jaringan...KALAH SAMA TOKO PEDIA,0
Syuka sekali,0
Lama lama ini aplikasi ngeselin.... Lemotnya ampun².. up date mulu ga kelar kelar.... Udh cek out tinggal bayar... Tau2 sistem error'... Sampe berkali² mau transaksi bayar begitu mulu ... Sampe akhirnya batas pembayaran berakhir .. jdi ulang lagi dari awal ... Tolong di tingkatkan lagi donk pelayanannya .. bikin customernya jadi nyaman pakai aplikasi ini... Up date nya jangan kelamaan ..,0
Pengajuan shoope pay tf ke bank lama banget proses ribet pula,0
Ga jelas masa di beranda shope saya ada pakaian dalam wanita kan ga bagus di lihat orang pokonya tolong di perbaiki,0
Jelek,0
Bintang 1pokonya Gw gk bisa check out,0
Bintang 1 jelek cht ribet,0
Se mi))9?,0
"Shopee sekarang jarang kasi gratis ongkir nya, terlalu sering update ngelag sendiri aplikasi nya terlalu berat banget, pencarian lewat fotonya ga terlalu berfungsi",0
LEMOTNYA LUAR BIASAAAA . JADI PINDAH KESEBELAH KARNA ENTENG BANGET .,0
Apikasi bagus yo iyo makan roti campur saos kediri ni boss,0
Iklannya sangat mengganggu,0
"meskipun udah update,tetap gk tampil barang yg udah di order",0
pengen nangis LEMOTnya juara 1 😁😁😁😁,0
Masa mau pesen di shopeefood gak bisa checkout. Katanya ada aktivitas janggal. Biasa nya order barang aja baik baik aja.,0
"Aplikasi parah ini, akun gw tiba² di non aktif... dibilang gw ngelakuin indikas pelanggaran. gampang bgt non aktif akun orang senaknya padahal gw ga lakuin pelanggaran apa² cuma baru mau cek status barang yg gw mau beli tau² non aktif. Duit Shopee pay gw di kemanain woy. gw ga lakuin apa² akun di non aktif... Jangan sesekali deh buat yg lain isi shopeepay bisa² kejadian kaya gw gini. tau² di non aktif dengan keterangan yang ga jelas.",0
Kont*l,0
"Kalau bikin iklah pake otak, lu sendiri pasti jijik sendiri kan liat iklan lu yg sekarang? Jangan bikin orang lain jijik juga lah F",0
Makinnlama makin lemot,0
Belanja 580 rb malah ada biaya penanganan katanya 61rb bikin enek aja mnding un installl shopee deh lebih baik ke tokopedia lajada sama bukalapakk,0
Bener2 pengalaman buruk selama saya jadi pengguna apk ini misi dikerjakan tapi yang saya dapat malah limit di hilangkan akhirnya saya putus kan hapus apk yang kurang membantu saya,0
Memuat gambar lemot banget,0
"Nge lag mulu ini aplikasi berat banget, udah di update juga masih aja nge lag",0
"Lemot banget , suka ngeframe nga bisa di klik",0
"Kok tiba tiba ga bisa ganti expedisi sih, maksa banget harus make expedisi shopexpess.. -_-",0
"Aplikasi berat banyak makan ruang.mau aplud video aja susahnya minta ampun.HP jd ngelag...udah bnyak ruang di kosongin tp tetep gak bisa.Buka aplikasi lain spt tiktok,ig,fb dll..oke² sj tp untuk yg satu ini HP ngelag malah ngeblank.heran sy...gak skali dua kali",0
"Knapa Jadi Erorr Aplikasinya , Dari Tadi Saya Mau Masuk Nggak Bisa2...",0
Lemot banget aplikasinya...tambah kalau sinyal gak bagus gak bisa buka..,0
"Udah jarang dapat gratis ongkir, kalaupun ada potongannya cuma 20k doang🥲 sad🥲🥲🥲",0
"Aplikasi sangat berat, lebih enak pake tokopedia",0
"Setelah diperbarui jadi semakin berat 🤦 memori oke, jaringan juga oke, masih aja tetap lemot",0
dulu selalu pakai shopee tp makin kesini vouchernya ga bnyk dan biaya adminny makin naik byebye shopee . ntar kalo uda kek dlu aku balik lg,0
Jelek gak ada darbuka murah adanya darbuka mahal,0
aplikasinya makin lemot,0
"Turunin bintang nya ah Lemot banget aplikasinya Ga kaya toko sebelah yg sat-set, padahal buka apk lain lancar, internet juga stabil ...",0
Baru gabung,0
Bikin alamat kok gagal mulu. Payah,0
"Apk super lemot, trus tau"" log out sendiri dari akun saya, setelah saya coba login ulang tidak bisa verifikasi.",0
